seriesdesc,seriestime,afd,rows,fov,voxelsize,contourname,suvmax,suvmin,suvmean,stdev,suvpeak,volume
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 01-01,1.1793115,0.865938,1.0082004,0.0627596,,2.7910171
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 01-02,1.1437874,0.74332,0.9608376,0.0747094,,2.7910171
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 01-03,1.2360307,0.7824264,0.9986433,0.0765908,,2.7652221
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 01-04,1.1990886,0.8222792,0.992909,0.087656,,2.7880075
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 01-05,1.1867,0.7707094,0.9784837,0.0761633,,2.7639322
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 02-01,1.1477429,0.7936956,0.9485526,0.066319,,2.7643621
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 02-02,1.1376677,0.8339961,0.9948788,0.0665321,,2.8021948
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 02-03,1.2221494,0.7770529,0.9601289,0.0739536,,2.7776895
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 02-04,1.0837846,0.783322,0.9687368,0.063632,,2.8073537
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 02-05,1.2774507,0.7407826,0.9804399,0.0920746,,2.7996154
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 03-01,1.141847,0.8401905,0.9662358,0.0549641,,2.7377074
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 03-02,1.1028899,0.8078754,0.9590831,0.0524724,,2.8082137
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 03-03,1.0992329,0.7480963,0.9534479,0.0695808,,2.7970357
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 03-04,1.2678233,0.8310855,0.9661528,0.0789256,,2.8030546
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 03-05,1.159833,0.6544351,0.9043894,0.0867178,,2.8125129
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 04-01,1.1461756,0.7711572,0.9611772,0.0741668,,2.7686613
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 04-02,1.1228162,0.8201149,0.9570568,0.0599284,,2.8142323
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 04-03,1.1674453,0.8178759,1.0056067,0.0631621,,2.7845683
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 04-04,1.3217812,0.7886954,0.9909764,0.1055384,,2.8129427
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 04-05,1.1911031,0.7454097,0.9665056,0.0866411,,2.7970357
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 05-01,1.1134874,0.8167564,0.9487952,0.0694313,,2.7475953
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 05-02,1.1470711,0.8638483,0.9787228,0.0534568,,2.7927365
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 05-03,1.1951332,0.8496685,0.9824392,0.0589643,,2.7927365
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 05-04,1.1485637,0.726976,0.9188745,0.0727897,,2.8026247
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 05-05,1.3217812,0.7875759,0.9849412,0.0959592,,2.8073537
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 06-01,1.1947601,0.8609378,0.994747,0.0556233,,2.887748
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 06-02,1.1300554,0.8124278,0.9777029,0.0546308,,2.816812
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 06-03,1.1811773,0.7616045,0.9604295,0.0787828,,2.7665117
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 06-04,1.1349064,0.7851878,0.9730555,0.0631464,,2.800905
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 06-05,1.1847596,0.7561565,0.9741974,0.1002874,,2.7832785
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 07-01,1.2791672,0.8413098,1.0171974,0.0914881,,2.7978957
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 07-02,1.1693857,0.7962331,0.9584926,0.0687478,,2.8095033
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 07-03,1.1867745,0.8547434,0.9735399,0.0559349,,2.7506049
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 07-04,1.1130396,0.7327971,0.9441189,0.0770097,,2.8120828
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 07-05,1.1169205,0.7989944,0.9450702,0.0564647,,2.7643621
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 08-01,1.1231893,0.8821328,0.9925317,0.0545802,,2.796176
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 08-02,1.1016958,0.7730975,0.943958,0.0735974,,2.806494
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 08-03,1.2337918,0.7679481,0.9717584,0.0873978,,2.7540441
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 08-04,1.194387,0.657271,0.9583077,0.0924184,,2.8013349
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 08-05,1.3014071,0.765336,0.9590665,0.1059356,,2.7604928
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 09-01,1.180207,0.8275032,0.9586177,0.0600328,,2.7996154
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 09-02,1.1193086,0.8745204,0.9678699,0.0427649,,2.77597
90s FDG Qclear,49516000,90000,384,699.9999847,1.8229166,Bkg - 09-03,1.0837098,0.790785,0.9583833,0.0526586,,2.7312586
