seriesdesc,seriestime,afd,rows,fov,voxelsize,contourname,suvmax,suvmin,suvmean,stdev,suvpeak,volume
180s qclear 4 - HPDL,49516000,60000,384,699.9999847,1.8229166,Sph - 06 - 10mm,3.2769434,1.1838349,2.0279808,0.5116158,1.7261832,0.5227783
180s qclear 4 - HPDL,49516000,60000,384,1.8229166,,Sph - 00 - Group,4.8988204,1.0365002,2.7703245,0.7077341,3.259192,48.0715256
180s qclear 4 - HPDL,49516000,60000,384,1.8229166,,Ins - 00 - Average,0.1252083,0.019809,0.0503905,0.0163422,,45.2130127
180s qclear 4 - HPDL,49516000,60000,384,1.8229166,,Bkg - 00 - All Groups,1.3226479,0.6792642,0.9566414,0.0743358,,139.3672791
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 01-01,1.0718756,0.7996532,0.954954,0.0550034,,2.7910171
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 01-02,1.0943897,0.7885796,0.9463744,0.0527477,,2.7910171
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 01-03,1.1342109,0.7425981,0.9310037,0.0664737,,2.7652221
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 01-04,1.1455047,0.819234,0.9540627,0.0650318,,2.7880075
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 01-05,1.113237,0.7947398,0.9345206,0.0548778,,2.7639322
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 02-01,1.1259241,0.8771692,0.9884866,0.0410922,,2.7643621
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 02-02,1.1053168,0.8438014,0.9552903,0.0469587,,2.8021948
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 02-03,1.1367778,0.7977466,0.9557546,0.0565689,,2.7776895
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 02-04,1.0762757,0.766432,0.9280505,0.05527,,2.8073537
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 02-05,1.1137503,0.6818027,0.9005716,0.089309,,2.7996154
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 03-01,1.1020899,0.8711556,0.9788346,0.043268,,2.7377074
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 03-02,1.1652321,0.8112403,0.9613221,0.0541279,,2.8082137
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 03-03,1.0764958,0.8107269,0.9608297,0.0449748,,2.7970357
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 03-04,1.1522516,0.8218007,0.9783646,0.0633624,,2.8030546
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 03-05,1.2063735,0.8003132,0.9607711,0.0636964,,2.8125129
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 04-01,1.0759825,0.7703189,0.9190394,0.0592439,,2.7686613
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 04-02,1.1532782,0.7444313,0.9095629,0.0632138,,2.8142323
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 04-03,1.0958564,0.7519117,0.9253693,0.0584369,,2.7845683
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 04-04,1.1046567,0.7442114,0.9099121,0.0703745,,2.8129427
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 04-05,1.1495382,0.7468515,0.9469211,0.066469,,2.7970357
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 05-01,1.1012099,0.852455,1.0008811,0.0501027,,2.7475953
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 05-02,1.1596586,0.891763,0.9870034,0.0453579,,2.7927365
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 05-03,1.1307642,0.8210672,0.9678131,0.0416203,,2.7927365
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 05-04,1.1058301,0.834121,0.9520288,0.0519223,,2.8026247
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 05-05,1.141618,0.8108003,0.9727942,0.0561187,,2.8073537
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 06-01,1.2641621,0.8335344,1.0203004,0.0708129,,2.887748
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 06-02,1.1711723,0.7831526,0.9445716,0.0693634,,2.816812
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 06-03,1.0936563,0.7159038,0.9141277,0.0578718,,2.7665117
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 06-04,1.1305442,0.6980833,0.9068509,0.0782564,,2.800905
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 06-05,1.1273174,0.7198638,0.9102949,0.0847201,,2.7832785
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 07-01,1.211067,0.8644087,0.9961573,0.0626807,,2.7978957
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 07-02,1.1015766,0.8287675,0.9631328,0.0544059,,2.8095033
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 07-03,1.1062701,0.8255408,0.9772861,0.0474806,,2.7506049
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 07-04,1.1039966,0.8091136,0.9587763,0.0539629,,2.8120828
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 07-05,1.1688255,0.792613,0.9634646,0.065552,,2.7643621
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 08-01,1.1400045,0.6838561,0.951979,0.0727792,,2.796176
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 08-02,1.1370711,0.7497115,0.9275884,0.0725195,,2.806494
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 08-03,1.1713922,0.7461914,0.9232702,0.0779994,,2.7540441
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 08-04,1.1528383,0.6944898,0.9080867,0.0723515,,2.8013349
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 08-05,1.131351,0.7866728,0.9365557,0.069165,,2.7604928
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 09-01,1.1602452,0.8177671,0.9944836,0.0603514,,2.7996154
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 09-02,1.2069601,0.8643353,1.0021769,0.0573936,,2.77597
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 09-03,1.1232107,0.8575885,0.9751883,0.0514703,,2.7312586
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 09-04,1.0662287,0.8053001,0.9455632,0.0487967,,2.7940264
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 09-05,1.0913095,0.7972332,0.9560328,0.057796,,2.7480254
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 10-01,1.1010633,0.8036133,0.951224,0.0511513,,2.8095033
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 10-02,1.0797958,0.7486849,0.9512482,0.0607836,,2.7996154
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 10-03,1.1501249,0.7758924,0.9221786,0.0687351,,2.7312586
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 10-04,1.2005799,0.7979665,0.9624907,0.0650988,,2.77511
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Bkg - 10-05,1.2149537,0.7591719,0.9944865,0.0847111,,2.7652221
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Ins - 01 - Spheres,0.1122037,0.0242741,0.04846,0.013814,,23.3874493
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Ins - 02 - Background,0.1293644,0.0297743,0.0521288,0.0127923,,21.8255634
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Sph - 01 - 37mm,4.5882521,1.1996266,3.4390857,0.6963065,4.0870981,26.6337471
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Sph - 02 - 28mm,4.4964361,1.1741056,3.2583954,0.7108703,3.981353,11.6034422
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Sph - 03 - 22mm,4.5526848,1.3402846,3.145514,0.7315712,3.9989786,5.5029292
120s qclear 4 - HPDL,49516000,120000,384,699.9999847,1.8229166,Sph - 04 - 17mm,4.8060598,1.1649387,2.7651742,0.8450985,3.5576594,2.6001341
